"State","Locality","Beginning Of Month","New Admissions","Male","Female","Cured","Death","Default","Non-Responder","Total Discharge","Rutf Consumed","Screening","Sites","Month","Year"
"North Kordofan","Gebrat El Sheikh",139,61,31,30,55,1,21,1,78,62.56,4292,NA,"Aug","2016"
"North Kordofan","Gebrat El Sheikh",127,144,59,85,68,0,14,0,82,91.01,14874,NA,"Sep","2016"
"North Kordofan","Gebrat El Sheikh",189,34,16,18,54,0,22,0,76,63.61,0,NA,"Oct","2016"
"North Kordofan","Gebrat El Sheikh",145,16,6,10,69,0,15,0,84,40.8,1679,NA,"Nov","2016"
"North Kordofan","Gebrat El Sheikh",86,45,29,16,52,1,2,0,55,64.86,2442,NA,"Dec","2016"
"North Kordofan","Sheikan",168,75,42,34,100,4,39,2,145,67.6899999999999,429,NA,"Jan","2016"
"North Kordofan","Sheikan",115,87,39,44,79,3,22,1,105,56.34,511,NA,"Feb","2016"
"North Kordofan","Sheikan",108,154,73,81,97,6,25,1,129,65.204,1022,NA,"Mar","2016"
"North Kordofan","Sheikan",151,168,99,69,103,7,44,3,157,31.486,720,NA,"Apr","2016"
"North Kordofan","Sheikan",169,201,107,94,120,4,43,1,168,3.54999999999995,616,NA,"May","2016"
"North Kordofan","Sheikan",203,234,115,111,141,10,58,2,211,199.31,679,NA,"Jun","2016"
"North Kordofan","Sheikan",252,288,123,148,193,15,65,1,274,187.42,545,NA,"Jul","2016"
"North Kordofan","Sheikan",286,318,161,157,190,17,86,2,295,150.41,0,NA,"Aug","2016"
"North Kordofan","Sheikan",367,535,265,270,208,8,84,4,304,143.54,5274,NA,"Sep","2016"
"North Kordofan","Sheikan",560,205,94,111,203,7,189,0,399,79.457,118,NA,"Oct","2016"
"North Kordofan","Sheikan",394,169,78,91,176,6,106,2,290,121.88,0,NA,"Nov","2016"
"North Kordofan","Sheikan",249,83,40,43,149,3,52,1,205,105.38,0,NA,"Dec","2016"
"North Kordofan","Soudari",11,3,2,1,2,0,3,0,5,5,46,NA,"Jan","2016"
"North Kordofan","Soudari",9,0,0,0,9,0,0,0,9,0,0,NA,"Feb","2016"
"North Kordofan","Soudari",0,31,10,21,0,0,0,0,0,8,2468,NA,"Mar","2016"
"North Kordofan","Soudari",31,33,25,8,9,0,0,0,9,20,143,NA,"Apr","2016"
"North Kordofan","Soudari",55,5,2,6,6,0,2,0,8,24,63,NA,"May","2016"
"North Kordofan","Soudari",52,0,0,0,0,0,0,0,0,0,25,NA,"Jun","2016"
"North Kordofan","Soudari",52,1,1,0,0,0,0,0,0,2,0,NA,"Jul","2016"
"North Kordofan","Soudari",53,35,15,20,23,0,14,0,37,25,10383,NA,"Aug","2016"
"North Kordofan","Soudari",51,80,34,46,51,0,7,0,58,28,429,NA,"Sep","2016"
"North Kordofan","Soudari",97,98,40,58,18,0,0,0,18,57,0,NA,"Oct","2016"
"North Kordofan","Soudari",173,47,16,31,40,2,22,1,65,66,144,NA,"Nov","2016"
"North Kordofan","Soudari",160,8,4,4,41,0,33,0,74,39,0,NA,"Dec","2016"
"North Kordofan","Um Dam Haj Ahmed",54,35,24,11,25,0,8,0,33,28,741,NA,"Jan","2016"
"North Kordofan","Um Dam Haj Ahmed",53,35,15,20,24,0,5,0,29,20,472,NA,"Feb","2016"
"North Kordofan","Um Dam Haj Ahmed",55,48,26,22,17,0,0,0,17,21,1117,NA,"Mar","2016"
"North Kordofan","Um Dam Haj Ahmed",84,48,23,25,36,0,2,0,38,28,3074,NA,"Apr","2016"
"North Kordofan","Um Dam Haj Ahmed",83,41,17,24,36,0,7,0,43,20,725,NA,"May","2016"
"North Kordofan","Um Dam Haj Ahmed",76,24,10,14,54,0,3,0,57,33.34,571,NA,"Jun","2016"
"North Kordofan","Um Dam Haj Ahmed",40,20,9,11,16,0,2,0,18,14.66,0,NA,"Jul","2016"
"North Kordofan","Um Dam Haj Ahmed",41,31,12,19,30,0,2,2,34,21,0,NA,"Aug","2016"
"North Kordofan","Um Dam Haj Ahmed",36,138,57,81,53,0,1,0,54,56.65,2313,NA,"Sep","2016"
"North Kordofan","Um Dam Haj Ahmed",116,70,36,34,49,0,10,0,59,61.65,0,NA,"Oct","2016"
"North Kordofan","Um Dam Haj Ahmed",130,62,36,26,76,1,9,0,86,57.7,25,NA,"Nov","2016"
"North Kordofan","Um Dam Haj Ahmed",99,39,13,26,57,0,8,1,66,42.58,3127,NA,"Dec","2016"
"North Kordofan","Um Rawaba",54,37,18,19,23,0,10,0,33,27.79,396,NA,"Jan","2016"
"North Kordofan","Um Rawaba",54,38,14,24,24,0,13,0,37,34.49,610,NA,"Feb","2016"
"North Kordofan","Um Rawaba",57,64,26,38,14,2,16,0,32,73.42,660,NA,"Mar","2016"
"North Kordofan","Um Rawaba",86,57,25,32,31,0,13,0,44,51.08,9413,NA,"Apr","2016"
"North Kordofan","Um Rawaba",81,45,18,22,33,2,11,0,46,49.87,503,NA,"May","2016"
"North Kordofan","Um Rawaba",84,47,26,21,30,0,7,1,38,29.63,614,NA,"Jun","2016"
"North Kordofan","Um Rawaba",79,129,56,73,30,1,11,0,42,62.62,2403,NA,"Jul","2016"
"North Kordofan","Um Rawaba",149,163,75,88,60,9,36,1,106,89.32,0,NA,"Aug","2016"
"North Kordofan","Um Rawaba",215,305,131,174,58,2,39,0,99,155.93,1485,NA,"Sep","2016"
"North Kordofan","Um Rawaba",409,79,37,42,183,0,150,0,333,37.58,0,NA,"Oct","2016"
"North Kordofan","Um Rawaba",150,66,33,33,59,2,21,0,82,55.56,523,NA,"Nov","2016"
"North Kordofan","Um Rawaba",122,54,25,29,44,1,48,0,93,52.81,1675,NA,"Dec","2016"
"North Kordofan","Gharb Bara",35,19,12,7,15,0,2,0,17,11,531,NA,"Jan","2016"
"North Kordofan","Gharb Bara",36,20,9,11,13,0,2,0,15,11,399,NA,"Feb","2016"
"North Kordofan","Gharb Bara",41,87,31,56,13,0,4,0,17,29,613,NA,"Mar","2016"
"North Kordofan","Gharb Bara",108,35,18,17,27,0,6,0,33,22,359,NA,"Apr","2016"
"North Kordofan","Gharb Bara",108,36,19,17,49,0,3,0,52,23,21,NA,"May","2016"
"North Kordofan","Gharb Bara",92,30,11,19,25,0,6,0,31,9,227,NA,"Jun","2016"
"North Kordofan","Gharb Bara",95,29,14,15,22,0,6,0,28,18,0,NA,"Jul","2016"
"North Kordofan","Gharb Bara",98,114,55,59,31,0,16,0,47,45,3303,NA,"Aug","2016"
"North Kordofan","Gharb Bara",165,126,34,92,52,0,14,0,66,69,970,NA,"Sep","2016"
"North Kordofan","Gharb Bara",222,57,22,35,51,0,11,0,62,46,0,NA,"Oct","2016"
"North Kordofan","Gharb Bara",218,89,37,52,50,0,1,0,51,53,346,NA,"Nov","2016"
"North Kordofan","Gharb Bara",254,31,8,21,52,0,2,0,54,37,0,NA,"Dec","2016"
"Northern","El Burgaig",28,6,4,2,3,0,0,0,3,3.94,6,NA,"Jan","2016"
"Northern","El Burgaig",31,3,0,3,3,0,0,0,3,2.01,3,NA,"Feb","2016"
"Northern","El Burgaig",31,0,0,0,7,0,0,0,7,2.01,0,NA,"Mar","2016"
"Northern","El Burgaig",21,0,0,0,9,0,0,0,9,0,0,NA,"Apr","2016"
"Northern","El Burgaig",12,7,2,5,2,0,1,0,3,0.0500000000000007,7,NA,"May","2016"
"Northern","El Burgaig",18,7,7,0,3,0,0,0,3,1,0,NA,"Jun","2016"
"Northern","El Burgaig",22,1,1,0,0,0,0,0,0,0.36,0,NA,"Jul","2016"
"Northern","El Burgaig",26,40,14,26,3,0,0,0,3,4,7150,NA,"Aug","2016"
"Northern","El Burgaig",70,6,1,5,3,0,0,0,3,2,0,NA,"Sep","2016"
"Northern","El Burgaig",70,10,2,8,3,0,0,0,3,1.05,0,NA,"Oct","2016"
"Northern","El Burgaig",77,5,1,4,25,0,0,0,25,1,0,NA,"Nov","2016"
"Northern","El Burgaig",57,2,2,0,0,0,0,0,0,0.27,0,NA,"Dec","2016"
"Northern","Delgo",0,0,0,0,0,0,0,0,0,0,78,NA,"Jan","2016"
"Northern","Delgo",0,0,0,0,0,0,0,0,0,0,81,NA,"Feb","2016"
"Northern","Delgo",0,0,0,0,0,0,0,0,0,0,114,NA,"Mar","2016"
"Northern","Delgo",0,0,0,0,0,0,0,0,0,0,52,NA,"Apr","2016"
"Northern","Delgo",0,0,0,0,0,0,0,0,0,0,0,NA,"May","2016"
"Northern","Delgo",0,0,0,0,0,0,0,0,0,0,56,NA,"Jun","2016"
"Northern","Delgo",0,0,0,0,0,0,0,0,0,0,0,NA,"Jul","2016"
"Northern","Delgo",0,6,2,4,0,0,0,0,0,1.774,2363,NA,"Aug","2016"
"Northern","Delgo",6,5,3,2,4,0,0,0,4,0.953000000000001,0,NA,"Sep","2016"
"Northern","Delgo",7,3,1,2,3,0,0,0,3,1.887,0,NA,"Oct","2016"
"Northern","Delgo",6,3,0,3,4,0,0,0,4,1.87,0,NA,"Nov","2016"
"Northern","Delgo",5,8,3,5,1,0,1,0,2,2.826,0,NA,"Dec","2016"
"Northern","Dongola",18,4,2,2,2,0,11,0,13,0.960000000000001,6,NA,"Jan","2016"
"Northern","Dongola",7,5,2,3,0,0,6,0,6,-6.23,39,NA,"Feb","2016"
"Northern","Dongola",6,8,2,6,0,0,3,0,3,1.39,134,NA,"Mar","2016"
"Northern","Dongola",5,4,2,2,2,0,2,0,4,2,0,NA,"Apr","2016"
"Northern","Dongola",6,5,4,1,1,0,4,0,5,9.25,119,NA,"May","2016"
"Northern","Dongola",6,0,0,0,0,0,6,0,6,6.35,145,NA,"Jun","2016"
"Northern","Dongola",0,3,1,2,0,0,0,0,0,0.640000000000001,0,NA,"Jul","2016"
"Northern","Dongola",3,30,11,19,0,0,1,0,1,5.76,17749,NA,"Aug","2016"
"Northern","Dongola",31,9,3,6,1,0,27,0,28,3.04,0,NA,"Sep","2016"
"Northern","Dongola",12,8,5,3,1,0,7,1,9,1.97,0,NA,"Oct","2016"
"Northern","Dongola",4,2,1,1,2,0,0,0,2,3.004,0,NA,"Nov","2016"
"Northern","Dongola",10,5,3,2,2,0,4,0,6,2.667,0,NA,"Dec","2016"
"Northern","Merwoe",34,6,3,3,7,0,7,0,14,2.73999999999999,401,NA,"Jan","2016"
"Northern","Merwoe",24,6,2,4,3,0,1,0,4,1.51,5,NA,"Feb","2016"
"Northern","Merwoe",27,10,8,2,0,0,4,0,4,2.04,30,NA,"Mar","2016"
"Northern","Merwoe",23,3,1,1,0,0,8,0,8,3.022,85,NA,"Apr","2016"
"Northern","Merwoe",18,4,3,1,0,0,3,0,3,1.11999999999999,4,NA,"May","2016"
"Northern","Merwoe",12,5,4,1,2,0,2,0,4,1.94,51,NA,"Jun","2016"
"Northern","Merwoe",13,5,2,3,2,0,5,0,7,1.49,0,NA,"Jul","2016"
"Northern","Merwoe",11,27,13,14,0,0,4,0,4,11.874,5654,NA,"Aug","2016"
"Northern","Merwoe",36,46,15,31,3,0,27,0,30,15.696,0,NA,"Sep","2016"
"Northern","Merwoe",55,15,6,9,6,0,26,0,32,9.297,0,NA,"Oct","2016"
"Northern","Merwoe",38,12,10,2,5,0,13,0,18,6.44699999999999,0,NA,"Nov","2016"
"Northern","Merwoe",32,6,3,3,7,0,10,0,17,4.21000000000001,0,NA,"Dec","2016"
"Red Sea","Agig",396,143,73,70,107,0,2,1,110,54,516,NA,"Jan","2016"
"Red Sea","Agig",427,116,61,55,119,0,4,0,123,187,924,NA,"Feb","2016"
"Red Sea","Agig",304,88,43,45,50,1,6,0,57,80,508,NA,"Mar","2016"
"Red Sea","Agig",404,209,102,107,95,0,1,5,101,163,1180,NA,"Apr","2016"
"Red Sea","Agig",357,131,64,67,102,1,0,0,103,172,1284,NA,"May","2016"
"Red Sea","Agig",395,140,65,75,94,0,2,2,98,110,615,NA,"Jun","2016"
"Red Sea","Agig",409,136,63,73,96,3,6,7,112,212,741,NA,"Jul","2016"
"Red Sea","Agig",400,105,55,50,111,0,0,0,111,272,1556,NA,"Aug","2016"
"Red Sea","Agig",459,96,45,51,74,0,10,0,84,103,738,NA,"Sep","2016"
"Red Sea","Agig",487,149,68,81,116,0,15,0,131,169,719,NA,"Oct","2016"
"Red Sea","Agig",583,113,53,60,132,0,0,1,133,276,1306,NA,"Nov","2016"
"Red Sea","Agig",449,115,54,61,84,0,2,4,90,118,1215,NA,"Dec","2016"
"Red Sea","Dordieb",199,62,26,36,89,0,4,0,93,51,413,NA,"Jan","2016"
"Red Sea","Dordieb",168,76,38,38,51,0,2,0,53,85.85,273,NA,"Feb","2016"
"Red Sea","Dordieb",191,95,43,52,64,0,0,0,64,65.89,484,NA,"Mar","2016"
"Red Sea","Dordieb",225,37,22,15,40,0,7,0,47,81.152,194,NA,"Apr","2016"
"Red Sea","Dordieb",223,82,37,45,61,0,10,0,71,104.378,502,NA,"May","2016"
"Red Sea","Dordieb",241,87,48,39,39,0,6,0,45,59.25,556,NA,"Jun","2016"
"Red Sea","Dordieb",284,124,58,66,80,1,16,0,97,138.5,633,NA,"Jul","2016"
"Red Sea","Dordieb",311,55,25,30,37,0,2,0,39,18,502,NA,"Aug","2016"
"Red Sea","Dordieb",262,116,46,70,61,0,3,0,64,87,305,NA,"Sep","2016"
"Red Sea","Dordieb",340,62,31,32,53,0,0,1,54,114,519,NA,"Oct","2016"
"Red Sea","Dordieb",294,94,43,51,84,0,0,0,84,129,322,NA,"Nov","2016"
"Red Sea","Dordieb",362,59,32,27,49,0,0,0,49,47,472,NA,"Dec","2016"
"Red Sea","Gabaot Elma'aadin",13,10,6,4,3,0,0,0,3,0,97,NA,"Jan","2016"
"Red Sea","Gabaot Elma'aadin",20,36,23,13,0,0,1,0,1,11,205,NA,"Feb","2016"
"Red Sea","Gabaot Elma'aadin",17,5,3,2,9,0,0,0,9,6.88,76,NA,"Mar","2016"
"Red Sea","Gabaot Elma'aadin",13,7,4,3,0,0,0,0,0,9.12,121,NA,"Apr","2016"
"Red Sea","Gabaot Elma'aadin",19,43,24,19,8,0,2,0,10,12.55,439,NA,"May","2016"
"Red Sea","Gabaot Elma'aadin",29,47,28,19,8,0,1,0,9,-1.32,403,NA,"Jun","2016"
"Red Sea","Gabaot Elma'aadin",62,57,22,35,30,0,12,0,42,0.719999999999999,406,NA,"Jul","2016"
"Red Sea","Gabaot Elma'aadin",16,3,2,1,10,0,0,0,10,-45.45,156,NA,"Aug","2016"
"Red Sea","Gabaot Elma'aadin",13,53,28,25,4,0,0,0,4,21.4,377,NA,"Sep","2016"
"Red Sea","Gabaot Elma'aadin",62,31,13,18,17,0,0,0,17,12,228,NA,"Oct","2016"
"Red Sea","Gabaot Elma'aadin",76,97,39,58,36,0,0,0,36,49,541,NA,"Nov","2016"
"Red Sea","Gabaot Elma'aadin",30,7,4,3,22,0,0,0,22,14,103,NA,"Dec","2016"
"Red Sea","El Ganab Elawlait",20,3,1,2,8,0,1,0,9,4,42,NA,"Jan","2016"
"Red Sea","El Ganab Elawlait",14,8,5,3,10,0,0,0,10,6,54,NA,"Feb","2016"
"Red Sea","El Ganab Elawlait",12,2,1,1,3,0,1,0,4,13,25,NA,"Mar","2016"
"Red Sea","El Ganab Elawlait",9,7,3,4,2,0,0,0,2,4,149,NA,"Apr","2016"
"Red Sea","El Ganab Elawlait",14,35,13,22,4,0,0,0,4,3,560,NA,"May","2016"
"Red Sea","El Ganab Elawlait",39,19,7,12,7,0,0,0,7,7,104,NA,"Jun","2016"
"Red Sea","El Ganab Elawlait",51,17,3,5,2,0,0,0,2,12,124,NA,"Jul","2016"
"Red Sea","El Ganab Elawlait",66,29,10,19,14,0,1,2,17,9,127,NA,"Aug","2016"
"Red Sea","El Ganab Elawlait",21,9,5,4,6,0,0,0,6,18,103,NA,"Sep","2016"
"Red Sea","El Ganab Elawlait",24,6,3,3,6,0,0,0,6,19,12,NA,"Oct","2016"
"Red Sea","El Ganab Elawlait",34,10,3,7,6,0,2,4,12,0,0,NA,"Nov","2016"
"Red Sea","El Ganab Elawlait",41,11,5,6,7,0,2,0,9,19,188,NA,"Dec","2016"
"Red Sea","Halaeeb",54,37,16,21,29,0,0,0,29,49,360,NA,"Jan","2016"
"Red Sea","Halaeeb",62,120,55,65,27,0,0,0,27,54,411,NA,"Feb","2016"
"Red Sea","Halaeeb",155,50,26,24,46,0,0,0,46,102,258,NA,"Mar","2016"
"Red Sea","Halaeeb",159,89,49,40,77,0,0,0,77,93,417,NA,"Apr","2016"
"Red Sea","Halaeeb",171,56,29,27,60,0,0,0,60,115,335,NA,"May","2016"
"Red Sea","Halaeeb",154,39,26,26,79,0,0,0,79,93,354,NA,"Jun","2016"
"Red Sea","Halaeeb",55,20,9,11,22,0,0,0,22,35,184,NA,"Jul","2016"
"Red Sea","Halaeeb",63,33,17,16,30,0,0,0,30,0,175,NA,"Aug","2016"
"Red Sea","Halaeeb",120,79,33,46,57,0,0,0,57,45,488,NA,"Sep","2016"
"Red Sea","Halaeeb",75,34,14,20,44,0,0,1,45,61,235,NA,"Oct","2016"
"Red Sea","Halaeeb",64,24,14,10,20,0,1,0,21,0,225,NA,"Nov","2016"
"Red Sea","Halaeeb",139,50,25,25,78,0,0,0,78,0,296,NA,"Dec","2016"
"Red Sea","Haya",387,107,50,57,76,0,4,0,80,192,451,NA,"Jan","2016"
"Red Sea","Haya",353,65,30,35,66,0,1,0,67,159,307,NA,"Feb","2016"
"Red Sea","Haya",440,353,157,196,136,0,2,0,138,222,1551,NA,"Mar","2016"
"Red Sea","Haya",643,130,54,76,117,0,4,1,122,355,607,NA,"Apr","2016"
"Red Sea","Haya",697,236,119,117,207,3,6,0,216,281,827,NA,"May","2016"
"Red Sea","Haya",696,199,91,108,139,0,4,0,143,331,640,NA,"Jun","2016"
"Red Sea","Haya",704,181,87,94,154,0,4,0,158,373,611,NA,"Jul","2016"
"Red Sea","Haya",650,155,79,76,163,0,6,1,170,329,514,NA,"Aug","2016"
"Red Sea","Haya",757,260,127,139,207,0,8,0,215,449,915,NA,"Sep","2016"
"Red Sea","Haya",832,152,75,77,157,0,8,0,165,435,565,NA,"Oct","2016"
"Red Sea","Haya",845,259,133,126,187,0,2,0,189,456,837,NA,"Nov","2016"
"Red Sea","Haya",899,124,66,58,129,0,3,0,132,433,4152,NA,"Dec","2016"
"Red Sea","Port Sudan",898,308,156,152,492,0,71,4,567,61,1332,NA,"Jan","2016"
"Red Sea","Port Sudan",618,428,199,229,419,0,28,1,448,87,2071,NA,"Feb","2016"
"Red Sea","Port Sudan",578,360,167,193,314,4,31,0,349,181,2816,NA,"Mar","2016"
"Red Sea","Port Sudan",598,285,128,157,319,0,30,2,351,160,2269,NA,"Apr","2016"
"Red Sea","Port Sudan",574,343,155,188,236,2,21,3,262,200,2520,NA,"May","2016"
"Red Sea","Port Sudan",645,204,103,101,159,2,28,1,190,148,1811,NA,"Jun","2016"
"Red Sea","Port Sudan",586,259,128,131,193,0,22,3,218,242,1443,NA,"Jul","2016"
"Red Sea","Port Sudan",605,328,164,164,273,1,26,9,309,196,1794,NA,"Aug","2016"
"Red Sea","Port Sudan",608,459,184,279,268,1,32,0,301,277,2485,NA,"Sep","2016"
"Red Sea","Port Sudan",616,601,296,305,318,0,40,3,361,239,2236,NA,"Oct","2016"
"Red Sea","Port Sudan",916,560,287,273,549,2,78,6,635,334,3657,NA,"Nov","2016"
"Red Sea","Port Sudan",814,553,275,278,512,4,41,10,567,293,3769,NA,"Dec","2016"
"Red Sea","Sinkat",367,106,49,57,142,0,8,2,152,109,392,NA,"Jan","2016"
"Red Sea","Sinkat",408,160,72,88,97,0,10,1,108,90,991,NA,"Feb","2016"
"Red Sea","Sinkat",311,54,24,30,39,0,2,0,41,85,201,NA,"Mar","2016"
"Red Sea","Sinkat",384,86,40,46,84,0,4,2,90,133,414,NA,"Apr","2016"
"Red Sea","Sinkat",423,97,48,49,86,2,3,1,92,96,213,NA,"May","2016"
"Red Sea","Sinkat",378,73,39,34,63,0,0,2,65,41,277,NA,"Jun","2016"
"Red Sea","Sinkat",442,240,112,128,174,0,4,2,180,71,785,NA,"Jul","2016"
"Red Sea","Sinkat",431,209,107,102,149,2,6,0,157,72,543,NA,"Aug","2016"
"Red Sea","Sinkat",497,169,87,82,106,2,7,1,116,146,758,NA,"Sep","2016"
"Red Sea","Sinkat",513,269,131,138,141,2,7,5,155,227,1045,NA,"Oct","2016"
"Red Sea","Sinkat",519,178,91,87,129,0,1,8,138,233,800,NA,"Nov","2016"
"Red Sea","Sinkat",607,119,50,69,88,0,9,0,97,187.5,2496,NA,"Dec","2016"
"Red Sea","Swakin",134,116,58,58,110,0,9,0,119,25,203,NA,"Jan","2016"
"Red Sea","Swakin",155,85,49,36,77,0,2,0,79,72,512,NA,"Feb","2016"
"Red Sea","Swakin",162,71,34,37,83,0,0,0,83,43,326,NA,"Mar","2016"
"Red Sea","Swakin",88,37,21,16,62,0,1,4,67,34,99,NA,"Apr","2016"
"Red Sea","Swakin",78,81,39,42,64,0,4,0,68,62,146,NA,"May","2016"
"Red Sea","Swakin",73,43,22,21,44,0,3,0,47,31,102,NA,"Jun","2016"
"Red Sea","Swakin",72,31,15,16,25,0,9,0,34,5,71,NA,"Jul","2016"
"Red Sea","Swakin",70,35,15,20,39,0,0,0,39,30,89,NA,"Aug","2016"
"Red Sea","Swakin",34,90,39,51,29,3,2,0,34,56,133,NA,"Sep","2016"
"Red Sea","Swakin",41,160,68,92,86,0,0,0,86,81,289,NA,"Oct","2016"
"Red Sea","Swakin",113,151,63,88,106,1,8,0,115,117,537,NA,"Nov","2016"
"Red Sea","Swakin",141,225,95,130,67,0,3,0,70,97,548,NA,"Dec","2016"
"Red Sea","Tokar",456,144,77,67,105,4,12,1,122,60,485,NA,"Jan","2016"
"Red Sea","Tokar",422,119,67,52,58,1,9,0,68,79,956,NA,"Feb","2016"
"Red Sea","Tokar",382,66,33,33,61,0,7,0,68,57,2444,NA,"Mar","2016"
"Red Sea","Tokar",484,128,64,64,39,1,6,1,47,-5.084,1168,NA,"Apr","2016"
"Red Sea","Tokar",560,162,90,72,129,0,5,0,134,-34,3498,NA,"May","2016"
"Red Sea","Tokar",168,123,56,67,49,0,3,0,52,66.58,624,NA,"Jun","2016"
"Red Sea","Tokar",535,201,94,107,112,0,6,0,118,189.61,1415,NA,"Jul","2016"
"Red Sea","Tokar",612,202,97,105,132,0,4,0,136,-161.9,1161,NA,"Aug","2016"
"Red Sea","Tokar",315,148,72,76,74,0,1,1,76,101.8,1365,NA,"Sep","2016"
"Red Sea","Tokar",412,181,95,86,170,1,2,2,175,130.82,748,NA,"Oct","2016"
"Red Sea","Tokar",355,162,81,81,112,1,4,3,120,111.8,1605,NA,"Nov","2016"
"Red Sea","Tokar",362,106,53,53,114,1,2,0,117,17.16,4970,NA,"Dec","2016"
"Sennar","Abu Hujar",35,10,5,5,8,0,10,0,18,10,0,NA,"Jan","2016"
"Sennar","Abu Hujar",28,5,4,3,4,0,11,1,16,6,0,NA,"Feb","2016"
"Sennar","Abu Hujar",19,15,6,8,1,0,5,0,6,6.9,0,NA,"Mar","2016"
"Sennar","Abu Hujar",26,12,3,9,2,0,13,0,15,8,0,NA,"Apr","2016"
"Sennar","Abu Hujar",25,24,10,14,1,0,18,1,20,12,0,NA,"May","2016"
"Sennar","Abu Hujar",29,41,21,20,4,0,17,0,21,22,0,NA,"Jun","2016"
"Sennar","Abu Hujar",54,36,26,15,11,0,27,0,38,18,0,NA,"Jul","2016"
"Sennar","Abu Hujar",56,57,29,31,10,2,18,0,30,34,0,NA,"Aug","2016"
"Sennar","Abu Hujar",57,15,8,6,16,0,24,1,41,16,0,NA,"Sep","2016"
"Sennar","Abu Hujar",30,15,7,11,14,0,29,1,44,33,0,NA,"Oct","2016"
"Sennar","Abu Hujar",24,10,14,24,4,1,1,0,6,5,0,NA,"Dec","2016"
"Sennar","Ed Dinder",138,26,15,11,7,0,31,0,38,13,0,NA,"Jan","2016"
"Sennar","Ed Dinder",126,36,18,18,10,0,17,0,27,23,0,NA,"Feb","2016"
"Sennar","Ed Dinder",48,16,19,7,11,0,24,0,35,12,0,NA,"Mar","2016"
"Sennar","Ed Dinder",98,18,6,12,12,0,2,0,14,18,0,NA,"Apr","2016"
"Sennar","Ed Dinder",103,25,10,15,4,21,0,0,25,16,15,NA,"May","2016"
"Sennar","Ed Dinder",103,52,25,27,6,1,8,0,15,11,31,NA,"Jun","2016"
"Sennar","Ed Dinder",140,65,20,36,6,0,17,0,23,19,0,NA,"Jul","2016"
"Sennar","Ed Dinder",160,160,78,82,26,1,13,0,40,44,146,NA,"Aug","2016"
"Sennar","Ed Dinder",289,105,54,51,27,1,18,0,46,53,40,NA,"Sep","2016"
"Sennar","Ed Dinder",355,43,19,34,47,0,42,0,89,35,6,NA,"Oct","2016"
"Sennar","Ed Dinder",150,24,14,10,8,0,41,0,49,14,0,NA,"Nov","2016"
"Sennar","Ed Dinder",153,26,22,25,30,0,31,0,61,26,39,NA,"Dec","2016"
"Sennar","Sinja",75,46,18,28,25,1,27,0,53,17,0,NA,"Jan","2016"
"Sennar","Sinja",78,48,23,25,36,2,14,0,52,19,0,NA,"Feb","2016"
"Sennar","Sinja",54,12,7,5,3,0,11,0,14,23,0,NA,"Mar","2016"
"Sennar","Sinja",45,39,14,21,25,2,21,0,48,14,15,NA,"Apr","2016"
"Sennar","Sinja",55,57,27,28,21,1,23,0,45,21,155,NA,"May","2016"
"Sennar","Sinja",58,90,55,34,58,1,25,1,85,28,59,NA,"Jun","2016"
"Sennar","Sinja",79,109,80,78,66,3,36,0,105,27,0,NA,"Jul","2016"
"Sennar","Sinja",111,123,96,87,78,3,41,0,122,35,0,NA,"Aug","2016"
"Sennar","Sinja",186,140,77,90,53,1,73,1,128,50,161,NA,"Sep","2016"
"Sennar","Sinja",197,54,34,34,33,1,66,0,100,32,66,NA,"Oct","2016"
"Sennar","Sinja",120,35,23,17,9,0,23,0,32,26,0,NA,"Nov","2016"
"Sennar","Sinja",116,36,23,31,4,2,14,0,20,14,15,NA,"Dec","2016"
"Sennar","Sennar",93,28,16,12,45,0,16,0,61,16,0,NA,"Jan","2016"
"Sennar","Sennar",78,20,10,10,19,0,14,0,33,37,0,NA,"Feb","2016"
"Sennar","Sennar",80,11,7,11,18,3,4,0,25,11,0,NA,"Mar","2016"
"Sennar","Sennar",30,12,5,7,14,0,10,0,24,12,3,NA,"Apr","2016"
"Sennar","Sennar",33,10,4,6,15,0,8,0,23,11.25,5,NA,"May","2016"
"Sennar","Sennar",30,65,33,32,43,3,14,0,60,14,13,NA,"Jun","2016"
"Sennar","Sennar",61,97,55,42,80,3,26,0,109,34.25,0,NA,"Jul","2016"
"Sennar","Sennar",103,102,56,46,91,3,59,0,153,67.75,0,NA,"Aug","2016"
"Sennar","Sennar",114,129,67,62,66,3,60,0,129,53,48,NA,"Sep","2016"
"Sennar","Sennar",138,58,51,34,17,4,51,0,72,37.3,11,NA,"Oct","2016"
"Sennar","Sennar",109,16,27,25,20,2,25,0,47,35.27,0,NA,"Nov","2016"
"Sennar","Sennar",87,22,18,11,15,0,16,0,31,17.43,0,NA,"Dec","2016"
"Sennar","Es Suki",0,7,6,1,0,0,0,0,0,1,16,NA,"Jun","2016"
"Sennar","Es Suki",7,6,3,3,1,1,3,0,5,2,12,NA,"Jul","2016"
"Sennar","Es Suki",22,59,28,29,23,2,4,0,29,15,81,NA,"Aug","2016"
"Sennar","Es Suki",49,50,20,30,8,0,5,0,13,17,71,NA,"Sep","2016"
"Sennar","Es Suki",88,13,7,10,23,1,11,0,35,10,12,NA,"Oct","2016"
"Sennar","Es Suki",26,8,6,4,14,0,2,0,16,8,0,NA,"Nov","2016"
